n_games,pts_from_choice_errors,pct_stopped_early,pct_over_sampled,pct_missed_deadline,pct_against_majority,fit
80.0,4.914285714285715,29.13095238095238,21.11904761904762,9.5,6.369047619047619,short
80.0,9.752380952380953,77.95238095238095,8.416666666666666,2.2738095238095237,6.833333333333333,long
