subject_ID,fit,horizon,n_games,uniform_reward,informed_reward,uniform_draws,informed_draws,uniform_correct,informed_correct,uniform_missed,informed_missed
6,combined,short,80,1.225,1.225,4.0,3.95,0.8,0.8,0.025,0.025
62,combined,short,80,1.225,1.225,3.95,4.025,0.8,0.8,0.025,0.025
59,combined,short,80,1.275,1.275,3.975,3.9,0.8125,0.8125,0.025,0.025
36,combined,short,80,1.175,1.175,3.95,3.975,0.7875,0.7875,0.025,0.025
94,combined,short,80,1.175,1.175,3.9625,3.9875,0.7875,0.7875,0.025,0.025
102,combined,short,80,1.325,1.325,3.9625,3.925,0.825,0.825,0.025,0.025
86,combined,short,80,1.125,1.125,3.975,3.9375,0.775,0.775,0.025,0.025
54,combined,short,80,1.175,1.175,3.95,4.0,0.7875,0.7875,0.025,0.025
23,combined,short,80,1.125,1.125,4.0125,3.975,0.775,0.775,0.025,0.025
88,combined,short,80,1.225,1.225,3.9375,4.0,0.8,0.8,0.025,0.025
64,combined,short,80,1.125,1.125,3.9875,3.9625,0.775,0.775,0.025,0.025
38,combined,short,80,1.275,1.225,3.8875,4.0,0.8125,0.8,0.025,0.025
81,combined,short,80,1.275,1.275,3.9375,3.975,0.8125,0.8125,0.025,0.025
77,combined,short,80,1.275,1.275,3.975,3.9375,0.8125,0.8125,0.025,0.025
20,combined,short,80,1.275,1.275,3.95,3.95,0.8125,0.8125,0.025,0.025
28,combined,long,80,1.6625,1.6625,9.0875,9.1375,0.9125,0.9125,0.0125,0.0125
10,combined,long,80,1.6625,1.6625,8.8875,9.0875,0.9125,0.9125,0.0125,0.0125
53,combined,long,80,1.6625,1.6625,8.9625,9.2875,0.9125,0.9125,0.0125,0.0125
39,combined,long,80,1.6625,1.6625,9.0625,9.2125,0.9125,0.9125,0.0125,0.0125
37,combined,long,80,1.5125,1.5125,9.0,9.2125,0.875,0.875,0.0125,0.0125
1,combined,long,80,1.6625,1.6625,8.9,9.075,0.9125,0.9125,0.0125,0.0125
18,combined,long,80,1.6625,1.6625,8.8625,9.175,0.9125,0.9125,0.0125,0.0125
8,combined,long,80,1.6625,1.6625,8.8625,9.0625,0.9125,0.9125,0.0125,0.0125
32,combined,long,80,1.6625,1.6625,8.9125,9.0,0.9125,0.9125,0.0125,0.0125
68,combined,long,80,1.6625,1.6625,9.05,9.2125,0.9125,0.9125,0.0125,0.0125
70,combined,long,80,1.6625,1.6625,9.0125,9.05,0.9125,0.9125,0.0125,0.0125
44,combined,long,80,1.6125,1.6125,8.8375,9.15,0.9,0.9,0.0125,0.0125
14,combined,long,80,1.6625,1.6625,9.025,9.125,0.9125,0.9125,0.0125,0.0125
78,combined,long,80,1.6625,1.6625,8.8875,9.125,0.9125,0.9125,0.0125,0.0125
84,combined,long,80,1.6625,1.6625,9.0375,9.075,0.9125,0.9125,0.0125,0.0125
55,combined,long,80,1.6125,1.6125,8.975,9.0625,0.9,0.9,0.0125,0.0125
34,combined,long,80,1.6125,1.6125,8.9,8.9375,0.9,0.9,0.0125,0.0125
74,combined,long,80,1.6625,1.6625,9.1625,9.175,0.9125,0.9125,0.0125,0.0125
65,combined,long,80,1.6125,1.6125,8.925,9.175,0.9,0.9,0.0125,0.0125
49,combined,long,80,1.6125,1.6125,8.95,9.2375,0.9,0.9,0.0125,0.0125
104,combined,long,80,1.6625,1.6625,9.1375,9.125,0.9125,0.9125,0.0125,0.0125
89,combined,long,80,1.6625,1.6625,9.05,9.0375,0.9125,0.9125,0.0125,0.0125
56,combined,long,80,1.6625,1.6625,9.125,9.0375,0.9125,0.9125,0.0125,0.0125
4,combined,long,80,1.6625,1.6625,9.1,9.125,0.9125,0.9125,0.0125,0.0125
33,combined,long,80,1.6625,1.6625,8.9625,9.0625,0.9125,0.9125,0.0125,0.0125
82,combined,long,80,1.6625,1.6625,9.0625,9.0625,0.9125,0.9125,0.0125,0.0125
41,combined,long,80,1.6625,1.6625,9.075,9.1875,0.9125,0.9125,0.0125,0.0125
47,combined,long,80,1.6625,1.6625,8.9875,9.125,0.9125,0.9125,0.0125,0.0125
51,combined,long,80,1.6625,1.6625,8.9875,9.1375,0.9125,0.9125,0.0125,0.0125
63,combined,long,80,1.6125,1.6125,9.0625,9.0625,0.9,0.9,0.0125,0.0125
99,combined,long,80,1.6625,1.6625,9.0,9.15,0.9125,0.9125,0.0125,0.0125
26,combined,long,80,1.6625,1.6625,9.0875,9.15,0.9125,0.9125,0.0125,0.0125
80,combined,long,80,1.6125,1.6125,9.2,9.125,0.9,0.9,0.0125,0.0125
75,combined,long,80,1.6625,1.6625,9.0375,9.1875,0.9125,0.9125,0.0125,0.0125
13,combined,long,80,1.6625,1.6625,8.925,9.1,0.9125,0.9125,0.0125,0.0125
29,combined,long,80,1.6125,1.6125,8.9625,9.05,0.9,0.9,0.0125,0.0125
46,combined,long,80,1.5625,1.5625,9.15,9.1375,0.8875,0.8875,0.0125,0.0125
52,combined,long,80,1.6125,1.6125,9.075,9.1375,0.9,0.9,0.0125,0.0125
67,combined,long,80,1.6625,1.6625,9.05,9.0875,0.9125,0.9125,0.0125,0.0125
105,combined,long,80,1.6625,1.6625,9.05,9.1375,0.9125,0.9125,0.0125,0.0125
101,combined,long,80,1.6625,1.6625,9.1375,9.075,0.9125,0.9125,0.0125,0.0125
61,combined,long,80,1.6625,1.6625,8.975,9.175,0.9125,0.9125,0.0125,0.0125
27,combined,long,80,1.6625,1.6625,9.075,9.0125,0.9125,0.9125,0.0125,0.0125
93,combined,long,80,1.5625,1.5625,9.15,9.0875,0.8875,0.8875,0.0125,0.0125
17,combined,long,80,1.5625,1.5625,9.0375,9.125,0.8875,0.8875,0.0125,0.0125
7,combined,long,80,1.6125,1.6125,9.075,9.0375,0.9,0.9,0.0125,0.0125
12,combined,long,80,1.6625,1.6625,8.9375,9.225,0.9125,0.9125,0.0125,0.0125
103,combined,long,80,1.6625,1.6625,9.125,9.1,0.9125,0.9125,0.0125,0.0125
48,combined,long,80,1.6625,1.6625,8.975,9.05,0.9125,0.9125,0.0125,0.0125
43,combined,long,80,1.6625,1.6625,9.05,9.0375,0.9125,0.9125,0.0125,0.0125
100,combined,long,80,1.6625,1.6625,9.1875,9.075,0.9125,0.9125,0.0125,0.0125
45,combined,long,80,1.6625,1.6625,9.0125,9.2375,0.9125,0.9125,0.0125,0.0125
73,combined,long,80,1.6125,1.6125,8.9875,9.05,0.9,0.9,0.0125,0.0125
24,combined,long,80,1.6625,1.6625,8.9625,9.05,0.9125,0.9125,0.0125,0.0125
71,combined,long,80,1.6125,1.6125,9.1125,9.2,0.9,0.9,0.0125,0.0125
76,combined,long,80,1.6625,1.6625,9.175,9.25,0.9125,0.9125,0.0125,0.0125
96,combined,long,80,1.6625,1.6625,9.0375,9.0625,0.9125,0.9125,0.0125,0.0125
98,combined,long,80,1.6625,1.6625,8.95,9.075,0.9125,0.9125,0.0125,0.0125
97,combined,long,80,1.6625,1.6625,9.0125,9.125,0.9125,0.9125,0.0125,0.0125
79,combined,long,80,1.6125,1.6125,9.125,9.075,0.9,0.9,0.0125,0.0125
58,combined,long,80,1.6625,1.6625,8.9625,8.975,0.9125,0.9125,0.0125,0.0125
9,combined,long,80,1.6125,1.6125,8.825,9.275,0.9,0.9,0.0125,0.0125
35,combined,long,80,1.6625,1.6625,9.1125,9.15,0.9125,0.9125,0.0125,0.0125
92,combined,long,80,1.6625,1.6625,9.175,9.0625,0.9125,0.9125,0.0125,0.0125
42,combined,long,80,1.6625,1.6625,9.0375,9.1375,0.9125,0.9125,0.0125,0.0125
40,combined,long,80,1.6625,1.6625,9.0375,9.1125,0.9125,0.9125,0.0125,0.0125
50,combined,long,80,1.6625,1.6625,8.925,9.2125,0.9125,0.9125,0.0125,0.0125
30,combined,long,80,1.6625,1.6625,9.125,9.05,0.9125,0.9125,0.0125,0.0125
85,combined,long,80,1.6625,1.6625,8.9625,9.125,0.9125,0.9125,0.0125,0.0125
57,combined,long,80,1.6625,1.6625,8.925,9.125,0.9125,0.9125,0.0125,0.0125
95,combined,long,80,1.6625,1.6625,9.1625,9.0,0.9125,0.9125,0.0125,0.0125
21,combined,long,80,1.6625,1.6625,9.0,9.2,0.9125,0.9125,0.0125,0.0125
5,combined,long,80,1.6125,1.6125,9.1375,9.1625,0.9,0.9,0.0125,0.0125
72,combined,long,80,1.6625,1.6625,9.0875,9.15,0.9125,0.9125,0.0125,0.0125
22,combined,long,80,1.6625,1.6625,9.05,9.0875,0.9125,0.9125,0.0125,0.0125
87,combined,long,80,1.7125,1.7125,8.9,9.2,0.925,0.925,0.0125,0.0125
3,combined,long,80,1.5625,1.5625,9.125,9.0625,0.8875,0.8875,0.0125,0.0125
15,combined,long,80,1.6625,1.6625,9.025,9.175,0.9125,0.9125,0.0125,0.0125
60,combined,long,80,1.6625,1.6625,9.225,9.2,0.9125,0.9125,0.0125,0.0125
16,combined,long,80,1.6125,1.6125,9.0,9.225,0.9,0.9,0.0125,0.0125
11,combined,long,80,1.6625,1.6625,9.0875,9.1625,0.9125,0.9125,0.0125,0.0125
83,combined,long,80,1.6125,1.6125,9.0125,9.0375,0.9,0.9,0.0125,0.0125
66,combined,long,80,1.6625,1.6625,9.275,9.0375,0.9125,0.9125,0.0125,0.0125
25,combined,long,80,1.6125,1.6125,8.775,9.3375,0.9,0.9,0.0125,0.0125
2,combined,long,80,1.6625,1.6625,9.075,9.05,0.9125,0.9125,0.0125,0.0125
91,combined,long,80,1.6125,1.6125,9.0375,9.1875,0.9,0.9,0.0125,0.0125
19,combined,long,80,1.6625,1.6625,8.85,9.175,0.9125,0.9125,0.0125,0.0125
90,combined,long,80,1.6625,1.6625,8.9125,9.075,0.9125,0.9125,0.0125,0.0125
69,combined,long,80,1.6625,1.6625,9.1,9.0875,0.9125,0.9125,0.0125,0.0125
31,combined,long,80,1.6625,1.6625,8.9875,8.9875,0.9125,0.9125,0.0125,0.0125
6,combined,long,80,1.6625,1.6625,9.0125,9.05,0.9125,0.9125,0.0125,0.0125
62,combined,long,80,1.6625,1.6625,9.0,9.1875,0.9125,0.9125,0.0125,0.0125
59,combined,long,80,1.6625,1.6625,8.9875,9.2875,0.9125,0.9125,0.0125,0.0125
36,combined,long,80,1.6625,1.6625,9.0625,9.125,0.9125,0.9125,0.0125,0.0125
94,combined,long,80,1.6625,1.6625,9.1125,9.1875,0.9125,0.9125,0.0125,0.0125
102,combined,long,80,1.6625,1.6625,9.0,9.1875,0.9125,0.9125,0.0125,0.0125
86,combined,long,80,1.6625,1.6625,9.0125,9.125,0.9125,0.9125,0.0125,0.0125
54,combined,long,80,1.6125,1.6125,9.0625,9.225,0.9,0.9,0.0125,0.0125
23,combined,long,80,1.6625,1.6625,8.925,9.0375,0.9125,0.9125,0.0125,0.0125
88,combined,long,80,1.6625,1.6625,8.9625,9.15,0.9125,0.9125,0.0125,0.0125
64,combined,long,80,1.6625,1.6625,8.925,9.225,0.9125,0.9125,0.0125,0.0125
38,combined,long,80,1.6625,1.6625,9.2625,9.2,0.9125,0.9125,0.0125,0.0125
81,combined,long,80,1.6125,1.6125,9.0375,9.2375,0.9,0.9,0.0125,0.0125
77,combined,long,80,1.6625,1.6625,9.025,9.15,0.9125,0.9125,0.0125,0.0125
20,combined,long,80,1.6125,1.6125,9.0875,9.0625,0.9,0.9,0.0125,0.0125
