n_games,pts_from_choice_errors,pct_stopped_early,pct_over_sampled,pct_missed_deadline,pct_against_majority,fit
80.0,4.914285714285715,28.88095238095238,21.202380952380953,9.5,6.369047619047619,short
80.0,9.752380952380953,78.29761904761905,8.166666666666666,2.2738095238095237,6.833333333333333,long
