subject_ID,fit,task,human,human_draws,n_games,fitted,fitted_draws,fitted_correct,fitted_missed,optimal_full,optimal_full_draws,optimal_full_correct,optimal_full_missed,normative_matched,normative_matched_draws,normative_matched_correct,normative_matched_missed,no_regulation,no_regulation_draws,no_regulation_correct,no_regulation_missed,no_belief_bias,no_belief_bias_draws,no_belief_bias_correct,no_belief_bias_missed,no_subjective_cost,no_subjective_cost_draws,no_subjective_cost_correct,no_subjective_cost_missed,no_exaggeration,no_exaggeration_draws,no_exaggeration_correct,no_exaggeration_missed,no_hazard_lapse,no_hazard_lapse_draws,no_hazard_lapse_correct,no_hazard_lapse_missed,gap_full,gap_matched,model_error
74,short,SB-XT-RPh----,1.025,4.0625,80,0.8087500000000001,4.109375,0.673125,0.11625,1.225,3.9875,0.8,0.025,0.113125,1.496875,0.526875,0.005625,0.5825,2.33875,0.62875,0.0675,0.7975,4.17,0.666875,0.13,0.026875,3.646875,0.495,0.046875,,,,,,,,,0.20000000000000018,-0.9118749999999999,-0.21624999999999983
74,long,LBE-T-RPhCL--,1.025,6.5125,80,1.0575,6.563125000000001,0.76125,0.0125,1.6625,8.925,0.9125,0.0125,0.0675,1.489375,0.516875,0.0,0.723125,2.340625,0.68,0.003125,1.071875,6.577499999999999,0.765,0.011875,-0.0425,4.548125,0.489375,0.0,1.09875,6.588125,0.770625,0.01625,1.01625,5.83875,0.751875,0.00875,0.6375000000000002,-0.9574999999999999,0.032500000000000195
74,combined,C-EXT-RPHC-UK,1.025,5.2875,160,0.9603125,5.245937499999999,0.7240624999999999,0.0640625,1.44375,6.45625,0.85625,0.01875,0.7462500000000001,2.1978125,0.6853125,0.005,0.7346874999999999,2.2090625,0.6821875000000001,0.0059375,,,,,1.0225,5.2534374999999995,0.7403124999999999,0.061250000000000006,0.9759375,5.30375,0.7265625,0.06968749999999999,,,,,0.4187500000000002,-0.27874999999999983,-0.0646874999999999
65,short,SB-XT-RPh----,1.15,3.75,80,0.9675,3.784375,0.7225,0.0775,1.175,3.8875,0.7875,0.025,0.179375,1.485625,0.54375,0.004375,0.395625,3.995,0.50375,0.380625,0.95875,3.7768749999999995,0.721875,0.07125,0.2675,3.299375,0.565625,0.005,,,,,,,,,0.025000000000000133,-0.9706249999999998,-0.18249999999999988
65,long,LBE-T-RPhCL--,1.175,6.75,80,1.1575,6.85625,0.78125,0.0325,1.6125,8.925,0.9,0.0125,-0.01,1.520625,0.49749999999999994,0.0,0.803125,3.4418750000000005,0.688125,0.05062500000000001,1.173125,6.853125,0.785625,0.030625000000000003,0.093125,4.92875,0.523125,0.000625,1.19125,6.87,0.79,0.03125,1.184375,6.17125,0.79375,0.009375,0.4375,-1.185,-0.01750000000000007
65,combined,C-EXT-RPHC-UK,1.1625,5.25,160,1.1284375,5.2921875,0.77125,0.043437500000000004,1.39375,6.425,0.84375,0.01875,0.9278124999999999,3.0559374999999998,0.7296875,0.009062500000000001,0.9490625000000001,2.975,0.7340625000000001,0.0128125,,,,,1.0878125,5.245937499999999,0.7603125000000001,0.04656250000000001,1.0850000000000002,5.320937499999999,0.7606249999999999,0.0425,,,,,0.23124999999999996,-0.23468750000000016,-0.03406250000000011
49,short,SB-XT-RPh----,0.7,3.825,80,0.64875,3.8862499999999995,0.635,0.10874999999999999,1.175,3.9875,0.7875,0.025,0.009375,1.519375,0.501875,0.001875,0.518125,2.128125,0.615625,0.055625,0.685625,3.888125,0.644375,0.108125,0.01125,3.34625,0.495,0.03125,,,,,,,,,0.4750000000000001,-0.6906249999999999,-0.05124999999999991
49,long,LBE-T-RPhCL--,1.05,5.9125,80,1.011875,5.95375,0.751875,0.004375,1.6125,9.0375,0.9,0.0125,-0.01,1.5,0.49749999999999994,0.0,0.703125,2.251875,0.675,0.003125,1.070625,5.956875,0.766875,0.003125,-0.035,4.265625,0.4912500000000001,0.0,0.999375,6.050625,0.74875,0.004375,0.9581250000000001,5.50625,0.739375,0.000625,0.5625,-1.06,-0.038124999999999964
49,combined,C-EXT-RPHC-UK,0.875,4.86875,160,0.8521875,4.8834375,0.699375,0.0546875,1.36875,6.4875,0.8375,0.01875,0.6803125000000001,2.0975,0.6690625,0.0040625,0.694375,2.0890625,0.671875,0.006875000000000001,,,,,0.8631249999999999,4.9275,0.7025,0.053125,0.8471875000000001,4.890625,0.6990624999999999,0.050937500000000004,,,,,0.4937499999999999,-0.1946874999999999,-0.022812500000000013
104,short,SB-XT-RPh----,0.8,3.325,80,0.745625,3.425,0.665,0.085625,1.225,3.9625,0.8,0.025,0.10687500000000001,1.480625,0.52625,0.001875,0.57125,2.795,0.60625,0.14625,0.8175000000000001,3.368125,0.68625,0.0725,0.1,2.83125,0.521875,0.0125,,,,,,,,,0.42500000000000004,-0.693125,-0.05437500000000006
104,long,LBE-T-RPhCL--,1.0125,5.0375,80,1.019375,5.004375,0.753125,0.006875000000000001,1.6625,8.9875,0.9125,0.0125,-0.052500000000000005,1.50875,0.48687500000000006,0.0,0.8006249999999999,2.588125,0.69875,0.005625,1.07125,5.025625,0.76625,0.00625,0.0775,3.4325,0.519375,0.0,1.040625,5.0075,0.759375,0.003125,0.9662500000000002,4.431875,0.740625,0.00375,0.6500000000000001,-1.065,0.0068749999999999645
104,combined,C-EXT-RPHC-UK,0.90625,4.18125,160,0.9653124999999999,4.172499999999999,0.7324999999999999,0.035312500000000004,1.44375,6.53125,0.85625,0.01875,0.7640625,2.191875,0.6900000000000001,0.0040625,0.805,2.2040625,0.6996875,0.00625,,,,,0.9915624999999999,4.1671875,0.74,0.0315625,1.0068750000000002,4.1671875,0.743125,0.034375,,,,,0.5375000000000001,-0.14218750000000002,0.05906249999999991
89,short,SB-XT-RPh----,0.95,4.05,80,0.749375,3.9262500000000005,0.66375,0.094375,1.175,3.95,0.7875,0.025,0.1325,1.52375,0.531875,0.005,0.46125,3.025625,0.5625,0.21125,0.750625,3.988125,0.6625,0.100625,0.123125,3.58875,0.5275,0.013125000000000001,,,,,,,,,0.2250000000000001,-0.8174999999999999,-0.20062499999999994
89,long,LBE-T-RPhCL--,1.1,6.3125,80,1.064375,6.261875,0.765,0.004375,1.6625,9.0875,0.9125,0.0125,0.035,1.459375,0.50875,0.0,0.761875,2.578125,0.688125,0.009375,1.085,6.29125,0.769375,0.0075,0.0725,5.2625,0.518125,0.0,1.110625,6.320625,0.776875,0.003125,1.07,5.79125,0.76625,0.005,0.5625,-1.0650000000000002,-0.03562500000000002
89,combined,C-EXT-RPHC-UK,1.025,5.18125,160,0.9734375,5.1903125,0.72875,0.05843750000000001,1.41875,6.5,0.85,0.01875,0.8059375,2.4834375,0.7,0.0059375,0.8053125,2.4896875,0.7,0.0053125,,,,,0.968125,5.1853125,0.7271875,0.05937499999999999,0.985625,5.1734375,0.7334375,0.05187499999999999,,,,,0.39375000000000004,-0.21906249999999994,-0.051562499999999956
56,short,SB-XT-RPh----,0.8875,3.225,80,0.840625,3.23125,0.703125,0.028125,1.175,4.0125,0.7875,0.025,0.059375,1.543125,0.51375,0.004375,0.604375,2.405,0.630625,0.081875,0.749375,3.19625,0.68,0.029374999999999995,0.0625,2.92875,0.513125,0.01,,,,,,,,,0.2875000000000001,-0.828125,-0.046875
56,long,LBE-T-RPhCL--,1.2125,6.625,80,1.0725,6.67375,0.76625,0.0075,1.6625,9.05,0.9125,0.0125,0.052500000000000005,1.525625,0.513125,0.0,0.74625,3.486875,0.67375,0.05125,1.185625,6.652500000000001,0.794375,0.008125,0.1475,5.0525,0.536875,0.0,1.080625,6.755625,0.7675,0.010625,1.041875,6.16875,0.76,0.001875,0.4500000000000002,-1.16,-0.1399999999999999
56,combined,C-EXT-RPHC-UK,1.05,4.925,160,0.9471874999999998,5.036874999999999,0.7246875,0.048437499999999994,1.41875,6.40625,0.85,0.01875,0.7415624999999999,2.3040625,0.684375,0.0040625,0.7625,2.2590624999999998,0.6890625,0.00625,,,,,0.9778125,5.074375,0.7318749999999999,0.0503125,0.9168749999999999,5.033125,0.7175,0.04687500000000001,,,,,0.3687499999999999,-0.30843750000000014,-0.1028125000000002
4,short,SB-XT-RPh----,1.0375,4.025,80,0.9,4.095625,0.696875,0.1125,1.225,3.9875,0.8,0.025,0.05625,1.4875,0.513125,0.00375,0.74875,2.591875,0.659375,0.11125,0.8956250000000001,4.0975,0.69625,0.110625,0.05500000000000001,3.66875,0.5075,0.025,,,,,,,,,0.1875,-0.9812500000000001,-0.13750000000000007
4,long,LBE-T-RPhCL--,1.3125,7.475,80,1.185,7.463125,0.794375,0.0075,1.6625,8.975,0.9125,0.0125,0.0875,1.52125,0.521875,0.0,0.8474999999999999,3.126875,0.704375,0.03,1.201875,7.521875,0.798125,0.009375,0.1475,6.229375,0.536875,0.0,1.170625,7.525,0.79125,0.005625,1.15625,7.10125,0.788125,0.00375,0.3500000000000001,-1.225,-0.12749999999999995
4,combined,C-EXT-RPHC-UK,1.175,5.75,160,1.0206250000000001,5.795625,0.7381249999999999,0.068125,1.44375,6.5,0.85625,0.01875,0.9081250000000001,2.70625,0.725625,0.005625,0.9040624999999999,2.6262499999999998,0.7240624999999999,0.0078125,,,,,1.024375,5.7612499999999995,0.7403124999999999,0.06312500000000001,1.0203125,5.774062499999999,0.73875,0.06531250000000001,,,,,0.26875000000000004,-0.266875,-0.15437499999999993
33,short,SB-XT-RPh----,1.175,4.2625,80,0.8975,4.18625,0.693125,0.125,1.175,3.95,0.7875,0.025,0.030625000000000003,1.498125,0.506875,0.003125,0.551875,3.451875,0.573125,0.259375,0.881875,4.224375,0.68625,0.136875,0.2325,3.721875,0.55125,0.027500000000000004,,,,,,,,,0.0,-1.1443750000000001,-0.2775000000000001
33,long,LBE-T-RPhCL--,1.2375,7.225,80,1.16625,7.209999999999999,0.78125,0.04125,1.6625,9.025,0.9125,0.0125,-0.005,1.489375,0.4987500000000001,0.0,0.9,2.905,0.72,0.02,1.108125,7.18125,0.768125,0.035625,0.0625,5.771875,0.515625,0.0,1.173125,7.279999999999999,0.78375,0.038125,1.15125,6.673125000000001,0.781875,0.02375,0.42500000000000004,-1.2425,-0.07125000000000004
33,combined,C-EXT-RPHC-UK,1.20625,5.74375,160,1.0628125000000002,5.7075000000000005,0.7478125,0.0715625,1.41875,6.39375,0.85,0.01875,0.835,2.7243749999999998,0.7071875000000001,0.00625,0.8715624999999999,2.665,0.7165625,0.0053124999999999995,,,,,1.01125,5.6728125,0.7384375000000001,0.057499999999999996,1.0518750000000001,5.7096875,0.744375,0.074375,,,,,0.2124999999999999,-0.3712500000000001,-0.14343749999999988
82,short,SB-XT-RPh----,0.9,4.0,80,0.9506250000000002,3.9762499999999994,0.719375,0.073125,1.225,4.0,0.8,0.025,0.05750000000000001,1.478125,0.51375,0.0025,0.711875,2.76625,0.6425,0.141875,0.945,4.04875,0.71625,0.08,0.088125,3.611875,0.516875,0.020625,,,,,,,,,0.32500000000000007,-0.8425,0.05062500000000014
82,long,LBE-T-RPhCL--,0.9625,7.0875,80,1.135,7.075625,0.781875,0.0075,1.6625,9.15,0.9125,0.0125,0.05,1.490625,0.5125,0.0,0.773125,2.466875,0.6925,0.003125,1.1275,7.041875,0.78,0.0075,0.1775,5.38125,0.544375,0.0,1.1075,7.178749999999999,0.775,0.0075,1.1,6.546249999999999,0.773125,0.0075,0.7000000000000001,-0.9125,0.1725
82,combined,C-EXT-RPHC-UK,0.93125,5.54375,160,0.9506250000000002,5.6096875,0.7190625,0.074375,1.44375,6.41875,0.85625,0.01875,0.775625,2.2940625,0.6928124999999999,0.004375,0.789375,2.2284374999999996,0.6959375,0.005625,,,,,0.9556249999999998,5.6015625,0.7212500000000001,0.07062500000000001,0.991875,5.568125,0.7318749999999999,0.06437499999999999,,,,,0.5125000000000001,-0.155625,0.019375000000000142
41,short,SB-XT-RPh----,0.7125,4.525,80,0.8768749999999998,4.489375,0.684375,0.139375,1.225,3.925,0.8,0.025,0.14125,1.49625,0.534375,0.00375,0.628125,2.38125,0.634375,0.090625,0.79875,4.52625,0.66,0.15875,0.1375,4.271875,0.515,0.0775,,,,,,,,,0.5125000000000001,-0.57125,0.16437499999999983
41,long,LBE-T-RPhCL--,1.2625,9.2,80,1.158125,9.27,0.778125,0.045625,1.6625,9.075,0.9125,0.0125,0.052500000000000005,1.49875,0.513125,0.0,0.776875,2.47375,0.693125,0.004375,1.088125,9.295,0.760625,0.045625,0.07125,8.450625,0.51625,0.00625,1.189375,9.2125,0.789375,0.031875,1.14125,9.2425,0.775,0.04125,0.40000000000000013,-1.21,-0.10437499999999988
41,combined,C-EXT-RPHC-UK,0.9875,6.8625,160,0.9574999999999999,6.8715625000000005,0.7068749999999999,0.13,1.44375,6.4875,0.85625,0.01875,0.7725,2.378125,0.6912499999999999,0.0075,0.825,2.3850000000000002,0.7046875,0.00625,,,,,0.9475,6.839999999999999,0.7046875,0.12875,0.9565625000000001,6.8878125,0.7059375,0.1328125,,,,,0.45625000000000004,-0.21500000000000008,-0.030000000000000138
47,short,SB-XT-RPh----,0.9875,4.0125,80,0.951875,4.116875,0.710625,0.109375,1.325,3.8875,0.825,0.025,0.07875,1.53125,0.51875,0.00375,0.66125,3.0725,0.62,0.18125,0.9268750000000001,4.15375,0.705,0.10687500000000001,0.1375,3.725,0.5275,0.027500000000000004,,,,,,,,,0.3374999999999999,-0.9087500000000001,-0.03562500000000002
47,long,LBE-T-RPhCL--,1.25,6.4625,80,1.193125,6.43125,0.798125,0.000625,1.6625,8.975,0.9125,0.0125,0.1875,1.551875,0.546875,0.0,0.8924999999999998,3.323125,0.716875,0.025,1.1675,6.413124999999999,0.791875,0.0,0.375,5.719375,0.59375,0.0,1.1725,6.4275,0.793125,0.0,1.14,6.135,0.785,0.0,0.4125000000000001,-1.0625,-0.05687500000000001
47,combined,C-EXT-RPHC-UK,1.11875,5.2375,160,1.1084375,5.27375,0.764375,0.05093749999999999,1.46875,6.4875,0.8625,0.01875,0.9649999999999999,3.0462499999999997,0.7390625,0.008749999999999999,0.9571875000000001,3.00625,0.7365625,0.0109375,,,,,1.063125,5.23125,0.7509375,0.059375,1.108125,5.2496875,0.7646875,0.049375,,,,,0.3500000000000001,-0.15375000000000005,-0.010312499999999947
51,short,SB-XT-RPh----,0.8875,4.25,80,0.691875,4.134375,0.6325,0.161875,1.175,3.925,0.7875,0.025,-0.000625,1.47875,0.4987500000000001,0.004375,0.50125,2.99875,0.580625,0.17875,0.8375,4.1875,0.670625,0.155,0.05187499999999999,3.520625,0.50625,0.026875,,,,,,,,,0.2875000000000001,-0.8881249999999999,-0.19562499999999994
51,long,LBE-T-RPhCL--,0.775,7.1125,80,1.140625,7.150625,0.78125,0.015625,1.6625,9.0,0.9125,0.0125,0.045,1.495,0.51125,0.0,0.836875,2.50125,0.7075,0.006875000000000001,1.14375,7.159375,0.7825,0.013750000000000002,0.06375,5.80125,0.515625,0.00125,1.2,7.054375,0.7975,0.01,1.114375,7.0075,0.775,0.014375000000000002,0.8875000000000001,-0.73,0.365625
51,combined,C-EXT-RPHC-UK,0.83125,5.68125,160,0.9506250000000002,5.6790625,0.715625,0.088125,1.41875,6.55,0.85,0.01875,0.7393749999999999,2.1478124999999997,0.6834374999999999,0.005625,0.771875,2.1725000000000003,0.690625,0.009375,,,,,0.9484375,5.6565625,0.715,0.0884375,0.9953125,5.6934375,0.7275,0.08531249999999999,,,,,0.5874999999999999,-0.09187500000000015,0.11937500000000012
63,short,SB-XT-RPh----,0.9875,3.9375,80,0.8725000000000002,4.034375,0.68,0.1525,1.175,3.925,0.7875,0.025,0.028125,1.544375,0.505625,0.005625,0.5375,3.4825000000000004,0.561875,0.29,0.91625,3.985625,0.695,0.13625,0.133125,3.3887500000000004,0.53,0.013125000000000001,,,,,,,,,0.1875,-0.9593750000000001,-0.11499999999999988
63,long,LBE-T-RPhCL--,0.8125,6.9875,80,1.1025,6.926249999999999,0.7725,0.0125,1.6125,8.875,0.9,0.0125,-0.01,1.49125,0.49749999999999994,0.0,0.820625,2.440625,0.70375,0.005625,1.129375,7.02875,0.779375,0.011875,0.058125,5.455625,0.514375,0.000625,1.13125,7.003125,0.78,0.01125,1.078125,6.726875,0.76625,0.013125000000000001,0.8,-0.8225,0.29000000000000004
63,combined,C-EXT-RPHC-UK,0.9,5.4625,160,1.0721875,5.445937499999999,0.7537499999999999,0.0571875,1.39375,6.54375,0.84375,0.01875,0.821875,2.591875,0.70375,0.006875000000000001,0.8637499999999999,2.5568750000000002,0.7134375000000001,0.01,,,,,1.0350000000000001,5.465625,0.7453125,0.05375,1.05,5.4065625,0.749375,0.052500000000000005,,,,,0.49375,-0.078125,0.17218750000000005
99,short,SB-XT-RPh----,1.25,4.3625,80,0.8225,4.296875,0.664375,0.165,1.225,3.95,0.8,0.025,-0.0025,1.514375,0.49812500000000004,0.005,0.62375,3.288125,0.59875,0.22875,0.846875,4.331875,0.670625,0.164375,0.071875,3.753125,0.509375,0.034375,,,,,,,,,-0.02499999999999991,-1.2525,-0.4275
99,long,LBE-T-RPhCL--,1.125,7.9125,80,1.21625,7.876250000000001,0.793125,0.04375,1.6625,8.9875,0.9125,0.0125,0.0925,1.51375,0.523125,0.0,0.851875,4.2425,0.685625,0.109375,1.240625,7.900625,0.8006249999999999,0.038125,0.053125,6.7525,0.513125,0.000625,1.20125,7.896875,0.790625,0.03875,1.2275,7.259375,0.8018750000000001,0.02,0.5375000000000001,-1.0325,0.09125000000000005
99,combined,C-EXT-RPHC-UK,1.1875,6.1375,160,1.0496874999999999,6.065,0.7418750000000001,0.0821875,1.44375,6.43125,0.85625,0.01875,0.929375,2.8359375,0.73,0.009375,0.9528125,2.8384375,0.7353125,0.0115625,,,,,1.074375,6.0265625,0.75,0.074375,1.07875,6.0625,0.748125,0.08625000000000001,,,,,0.2562500000000001,-0.25812500000000005,-0.13781250000000012
26,short,SB-XT-RPh----,1.1875,4.1625,80,0.8612499999999998,4.216875,0.665625,0.19875,1.275,3.9625,0.8125,0.025,0.006875000000000001,1.526875,0.500625,0.004375,0.596875,3.5525000000000007,0.57875,0.281875,0.89,4.209375,0.675625,0.1875,0.08625,3.509375,0.516875,0.01875,,,,,,,,,0.08749999999999991,-1.180625,-0.32625000000000015
26,long,LBE-T-RPhCL--,1.3125,8.675,80,1.08,8.5125,0.751875,0.0725,1.6625,9.125,0.9125,0.0125,-0.10500000000000001,1.4875,0.47375,0.0,0.7475,2.92,0.6825,0.0175,1.163125,8.436875,0.7725,0.073125,0.115625,6.647499999999999,0.52875,0.000625,1.0825,8.536875,0.75125,0.0775,1.056875,7.884375,0.74375,0.081875,0.3500000000000001,-1.4175,-0.23249999999999993
26,combined,C-EXT-RPHC-UK,1.25,6.41875,160,0.9903125000000002,6.3965625,0.7184375000000001,0.11656249999999999,1.46875,6.54375,0.8625,0.01875,0.76625,2.2896875000000003,0.690625,0.00375,0.858125,2.496875,0.7121875,0.009375000000000001,,,,,0.9978125000000002,6.253125,0.7262500000000001,0.09281249999999999,0.9818750000000002,6.453749999999999,0.71375,0.12687500000000002,,,,,0.21875,-0.48375,-0.25968749999999985
80,short,SB-XT-RPh----,0.3625,3.85,80,0.511875,3.84125,0.603125,0.099375,1.025,3.9375,0.75,0.025,0.008125,1.488125,0.50125,0.003125,0.300625,1.9431249999999998,0.566875,0.033125,0.40062499999999995,3.815,0.57375,0.105625,-0.026875,3.4456250000000006,0.4831250000000001,0.040625,,,,,,,,,0.6624999999999999,-0.354375,0.14937499999999998
80,long,LBE-T-RPhCL--,1.15,5.9875,80,1.019375,5.93125,0.75375,0.004375,1.6125,9.025,0.9,0.0125,0.0025,1.505,0.500625,0.0,0.625,2.119375,0.65625,0.0,0.9712499999999998,5.871875,0.74125,0.00625,-0.052500000000000005,4.805,0.48687500000000006,0.0,1.015625,5.876875,0.753125,0.003125,0.9675,5.353125,0.74125,0.0025,0.46250000000000013,-1.1475,-0.130625
80,combined,C-EXT-RPHC-UK,0.75625,4.91875,160,0.6728125,4.9040625,0.6512499999999999,0.06781250000000001,1.31875,6.45625,0.825,0.01875,0.535,1.8853125,0.6325,0.005,0.5490625,1.8728124999999998,0.6362500000000001,0.0040625,,,,,0.6775,4.9578125,0.6534375,0.06375,0.699375,4.9171875,0.6584375,0.06562499999999999,,,,,0.5625000000000001,-0.22124999999999995,-0.08343749999999994
75,short,SB-XT-RPh----,0.825,3.8625,80,0.9675,3.9081249999999996,0.721875,0.08,1.225,3.925,0.8,0.025,0.095625,1.525,0.523125,0.003125,0.54125,3.55,0.564375,0.28375,1.033125,3.91,0.740625,0.070625,0.171875,3.5225,0.53875,0.016875,,,,,,,,,0.40000000000000013,-0.729375,0.14250000000000007
75,long,LBE-T-RPhCL--,1.3,6.925,80,1.2,6.870625000000001,0.7975,0.01,1.6625,8.85,0.9125,0.0125,0.04,1.450625,0.51,0.0,0.89875,3.44625,0.71125,0.05375,1.24,6.885,0.806875,0.0125,0.135,5.18375,0.53375,0.0,1.228125,6.960625,0.805,0.008125,1.219375,6.35,0.80375,0.004375,0.36250000000000004,-1.26,-0.10000000000000009
75,combined,C-EXT-RPHC-UK,1.0625,5.39375,160,1.0578125,5.430312499999999,0.75,0.0578125,1.44375,6.4375,0.85625,0.01875,0.9024999999999999,2.8715624999999996,0.723125,0.01,0.9012499999999999,2.7643750000000002,0.7225,0.01125,,,,,1.1153125000000002,5.4240625,0.766875,0.047812499999999994,1.065625,5.41875,0.7546875,0.046875,,,,,0.3812500000000001,-0.16000000000000014,-0.004687499999999956
13,short,SB-XT-RPh----,0.775,4.1,80,0.85,4.03625,0.686875,0.1025,1.125,3.9,0.775,0.025,0.030625000000000003,1.519375,0.506875,0.003125,0.549375,3.049375,0.59,0.189375,0.8868750000000001,4.06375,0.694375,0.109375,0.27125,3.59125,0.5625,0.02125,,,,,,,,,0.35,-0.744375,0.07499999999999996
13,long,LBE-T-RPhCL--,1.05,5.9125,80,1.180625,6.03125,0.7925,0.010625,1.6625,9.0375,0.9125,0.0125,0.0975,1.5125,0.524375,0.0,0.8543749999999999,3.131875,0.7075,0.024375,1.17625,6.023125,0.79125,0.01125,0.0475,4.706875,0.511875,0.0,1.1225,6.080625,0.7775,0.0125,1.006875,5.3975,0.750625,0.004375,0.6125,-0.9525,0.130625
13,combined,C-EXT-RPHC-UK,0.9125,5.00625,160,1.0484375,5.084687499999999,0.7478125,0.0571875,1.39375,6.44375,0.84375,0.01875,0.8896875000000002,2.5046875,0.7215625,0.0034375000000000005,0.8018750000000001,2.4953125,0.69875,0.006875000000000001,,,,,0.9943750000000001,5.0181249999999995,0.7371875,0.045625,1.014375,5.008750000000001,0.740625,0.051875000000000004,,,,,0.48125000000000007,-0.02281249999999979,0.13593749999999993
29,short,SB-XT-RPh----,0.8125,4.0125,80,0.8387499999999999,3.9918749999999994,0.68875,0.08375,1.225,3.9875,0.8,0.025,0.158125,1.46625,0.53875,0.003125,0.71875,2.365625,0.660625,0.07625,0.858125,3.9975,0.69375,0.083125,0.09125,3.62625,0.51625,0.026250000000000002,,,,,,,,,0.4125000000000001,-0.654375,0.026249999999999885
29,long,LBE-T-RPhCL--,0.9625,7.3875,80,1.0325,7.42375,0.7575,0.0025,1.6125,9.0625,0.9,0.0125,0.027500000000000004,1.49875,0.506875,0.0,0.6625,2.15625,0.665,0.0025,1.084375,7.355625000000001,0.770625,0.001875,0.2,6.225,0.55,0.0,1.11,7.369375,0.776875,0.0025,1.0025,7.105000000000001,0.750625,0.0,0.65,-0.935,0.06999999999999995
29,combined,C-EXT-RPHC-UK,0.8875,5.7,160,0.9421875,5.6378125,0.719375,0.06468749999999998,1.41875,6.46875,0.85,0.01875,0.7931250000000001,2.321875,0.6971874999999998,0.004375,0.7993750000000001,2.2893749999999997,0.6987500000000001,0.004375,,,,,0.849375,5.6975,0.694375,0.07187500000000001,0.9146875,5.6590625,0.7143750000000001,0.0571875,,,,,0.53125,-0.09437499999999988,0.0546875
46,short,SB-XT-RPh----,0.8,4.3625,80,0.741875,4.37625,0.6375,0.191875,1.325,4.0125,0.825,0.025,0.061250000000000006,1.499375,0.514375,0.00375,0.64,2.691875,0.623125,0.1475,0.731875,4.3975,0.63375,0.196875,0.068125,3.799375,0.505625,0.045625,,,,,,,,,0.5249999999999999,-0.73875,-0.05812500000000009
46,long,LBE-T-RPhCL--,1.1,6.15,80,1.043125,6.063125,0.759375,0.005625,1.5625,9.0875,0.8875,0.0125,-0.035,1.49875,0.4912500000000001,0.0,0.77125,2.6025,0.69,0.01125,1.060625,6.154375,0.763125,0.008125,0.055625,4.54625,0.51375,0.000625,1.0175,6.133125,0.751875,0.01,0.9731249999999999,5.400625,0.7425,0.003125,0.4624999999999999,-1.135,-0.05687500000000001
46,combined,C-EXT-RPHC-UK,0.95,5.25625,160,0.9159375000000001,5.225312499999999,0.7071875000000001,0.0871875,1.44375,6.55625,0.85625,0.01875,0.7303125,2.1275,0.6815625000000001,0.0040625,0.8090625000000001,2.2975000000000003,0.6993750000000001,0.0115625,,,,,0.9365625,4.965000000000001,0.7190624999999999,0.06031249999999999,0.9293750000000001,5.241874999999999,0.71,0.089375,,,,,0.49375000000000013,-0.21968749999999992,-0.034062499999999885
52,short,SB-XT-RPh----,0.9375,3.725,80,0.623125,3.66875,0.62125,0.138125,1.125,3.95,0.775,0.025,-0.060625,1.510625,0.48250000000000004,0.009375,0.525625,2.441875,0.606875,0.098125,0.639375,3.65125,0.625,0.139375,0.005,2.938125,0.495625,0.0225,,,,,,,,,0.1875,-0.998125,-0.31437499999999996
52,long,LBE-T-RPhCL--,1.1125,5.25,80,1.041875,5.208125,0.75625,0.016875,1.6125,9.0,0.9,0.0125,0.125,1.499375,0.53125,0.0,0.74125,3.008125,0.679375,0.02375,1.048125,5.03125,0.758125,0.015625,0.0025,3.6662499999999993,0.500625,0.0,0.9175000000000001,5.146875,0.725625,0.015,0.903125,4.5825,0.725,0.003125,0.5,-0.9875,-0.07062499999999994
52,combined,C-EXT-RPHC-UK,1.025,4.4875,160,0.8128125,4.320625,0.6803125,0.0915625,1.36875,6.5,0.8375,0.01875,0.6871875000000001,1.9881250000000001,0.670625,0.004687500000000001,0.7659375,2.44375,0.685625,0.0234375,,,,,0.7262500000000001,4.015,0.6671875,0.057499999999999996,0.766875,4.2928125,0.6681250000000001,0.094375,,,,,0.34375,-0.33781249999999985,-0.21218749999999986
67,short,SB-XT-RPh----,0.975,3.6,80,0.9037500000000002,3.6349999999999993,0.708125,0.07125,1.275,3.925,0.8125,0.025,0.02375,1.495,0.505,0.00375,0.626875,2.919375,0.61625,0.161875,0.9675,3.6268749999999996,0.7225,0.0775,0.090625,3.1775,0.520625,0.008125,,,,,,,,,0.29999999999999993,-0.9512499999999999,-0.07124999999999981
67,long,LBE-T-RPhCL--,1.05,5.8,80,1.0775,5.795625,0.769375,0.0,1.6625,9.1,0.9125,0.0125,0.1625,1.556875,0.540625,0.0,0.8275,2.581875,0.705,0.0075,1.115,5.928125,0.77875,0.0,0.3275,4.263125,0.581875,0.0,1.13,5.905,0.7825,0.0,1.0775,5.516875,0.769375,0.0,0.6125,-0.8875000000000001,0.027499999999999858
67,combined,C-EXT-RPHC-UK,1.0125,4.7,160,0.8946875000000001,4.70875,0.713125,0.0421875,1.46875,6.425,0.8625,0.01875,0.756875,2.33625,0.688125,0.004375,0.7840624999999999,2.2996874999999997,0.6946875,0.0053124999999999995,,,,,0.9165624999999998,4.704062500000001,0.7190624999999999,0.0403125,0.9678125,4.7778125000000005,0.7321875,0.0390625,,,,,0.45625000000000004,-0.255625,-0.11781249999999988
