fit,subject_ID,seed,human,model,n_games
short,74,18,82.0,59.0,80
short,74,19,82.0,73.0,80
short,74,20,82.0,64.0,80
short,74,21,82.0,41.0,80
short,74,22,82.0,75.0,80
short,74,23,82.0,58.0,80
short,74,24,82.0,69.0,80
short,74,25,82.0,53.0,80
short,74,26,82.0,68.0,80
short,74,27,82.0,65.0,80
short,74,28,82.0,68.0,80
short,74,29,82.0,57.0,80
short,74,30,82.0,88.0,80
short,74,31,82.0,67.0,80
short,74,32,82.0,49.0,80
short,74,33,82.0,60.0,80
short,74,34,82.0,79.0,80
short,74,35,82.0,80.0,80
short,74,36,82.0,61.0,80
short,74,37,82.0,58.0,80
short,74,38,82.0,80.0,80
short,74,39,82.0,67.0,80
short,74,40,82.0,68.0,80
short,74,41,82.0,60.0,80
short,74,42,82.0,80.0,80
short,74,43,82.0,50.0,80
short,74,44,82.0,36.0,80
short,74,45,82.0,81.0,80
short,74,46,82.0,60.0,80
short,74,47,82.0,51.0,80
short,74,48,82.0,39.0,80
short,74,49,82.0,51.0,80
short,65,0,92.0,65.0,80
short,65,1,92.0,67.0,80
short,65,2,92.0,82.0,80
short,65,3,92.0,77.0,80
short,65,4,92.0,85.0,80
short,65,5,92.0,64.0,80
short,65,6,92.0,71.0,80
short,65,7,92.0,82.0,80
short,65,8,92.0,79.0,80
short,65,9,92.0,58.0,80
short,65,10,92.0,82.0,80
short,65,11,92.0,80.0,80
short,65,12,92.0,76.0,80
short,65,13,92.0,87.0,80
short,65,14,92.0,89.0,80
short,65,15,92.0,54.0,80
short,65,16,92.0,60.0,80
short,65,17,92.0,81.0,80
short,65,18,92.0,81.0,80
short,65,19,92.0,96.0,80
short,65,20,92.0,64.0,80
short,65,21,92.0,77.0,80
short,65,22,92.0,83.0,80
short,65,23,92.0,68.0,80
short,65,24,92.0,68.0,80
short,65,25,92.0,59.0,80
short,65,26,92.0,69.0,80
short,65,27,92.0,79.0,80
short,65,28,92.0,98.0,80
short,65,29,92.0,81.0,80
short,65,30,92.0,100.0,80
short,65,31,92.0,72.0,80
short,65,32,92.0,70.0,80
short,65,33,92.0,86.0,80
short,65,34,92.0,77.0,80
short,65,35,92.0,76.0,80
short,65,36,92.0,82.0,80
short,65,37,92.0,98.0,80
short,65,38,92.0,84.0,80
short,65,39,92.0,67.0,80
short,65,40,92.0,82.0,80
short,65,41,92.0,68.0,80
short,65,42,92.0,71.0,80
short,65,43,92.0,62.0,80
short,65,44,92.0,72.0,80
short,65,45,92.0,82.0,80
short,65,46,92.0,65.0,80
short,65,47,92.0,46.0,80
short,65,48,92.0,73.0,80
short,65,49,92.0,81.0,80
short,49,0,56.0,65.0,80
short,49,1,56.0,61.0,80
short,49,2,56.0,35.0,80
short,49,3,56.0,45.0,80
short,49,4,56.0,36.0,80
short,49,5,56.0,65.0,80
short,49,6,56.0,62.0,80
short,49,7,56.0,73.0,80
short,49,8,56.0,57.0,80
short,49,9,56.0,57.0,80
short,49,10,56.0,45.0,80
short,49,11,56.0,69.0,80
short,49,12,56.0,61.0,80
short,49,13,56.0,60.0,80
short,49,14,56.0,68.0,80
short,49,15,56.0,54.0,80
short,49,16,56.0,77.0,80
short,49,17,56.0,56.0,80
short,49,18,56.0,61.0,80
short,49,19,56.0,54.0,80
short,49,20,56.0,47.0,80
short,49,21,56.0,60.0,80
short,49,22,56.0,56.0,80
short,49,23,56.0,54.0,80
short,49,24,56.0,52.0,80
short,49,25,56.0,50.0,80
short,49,26,56.0,83.0,80
short,49,27,56.0,52.0,80
short,49,28,56.0,69.0,80
short,49,29,56.0,66.0,80
short,49,30,56.0,45.0,80
short,49,31,56.0,56.0,80
short,49,32,56.0,55.0,80
short,49,33,56.0,51.0,80
short,49,34,56.0,60.0,80
short,49,35,56.0,66.0,80
short,49,36,56.0,34.0,80
short,49,37,56.0,49.0,80
short,49,38,56.0,66.0,80
short,49,39,56.0,57.0,80
short,49,40,56.0,43.0,80
short,49,41,56.0,55.0,80
short,49,42,56.0,32.0,80
short,49,43,56.0,39.0,80
short,49,44,56.0,37.0,80
short,49,45,56.0,41.0,80
short,49,46,56.0,58.0,80
short,49,47,56.0,67.0,80
short,49,48,56.0,74.0,80
short,49,49,56.0,58.0,80
short,104,0,64.0,83.0,80
short,104,1,64.0,41.0,80
short,104,2,64.0,83.0,80
short,104,3,64.0,68.0,80
short,104,4,64.0,72.0,80
short,104,5,64.0,69.0,80
short,104,6,64.0,71.0,80
short,104,7,64.0,52.0,80
short,104,8,64.0,77.0,80
short,104,9,64.0,50.0,80
short,104,10,64.0,60.0,80
short,104,11,64.0,73.0,80
short,104,12,64.0,86.0,80
short,104,13,64.0,60.0,80
short,104,14,64.0,74.0,80
short,104,15,64.0,60.0,80
short,104,16,64.0,74.0,80
short,104,17,64.0,86.0,80
short,104,18,64.0,71.0,80
short,104,19,64.0,64.0,80
short,104,20,64.0,70.0,80
short,104,21,64.0,47.0,80
short,104,22,64.0,46.0,80
short,104,23,64.0,68.0,80
short,104,24,64.0,65.0,80
short,104,25,64.0,72.0,80
short,104,26,64.0,74.0,80
short,104,27,64.0,67.0,80
short,104,28,64.0,60.0,80
short,104,29,64.0,67.0,80
short,104,30,64.0,63.0,80
short,104,31,64.0,60.0,80
short,104,32,64.0,45.0,80
short,104,33,64.0,75.0,80
short,104,34,64.0,60.0,80
short,104,35,64.0,55.0,80
short,104,36,64.0,54.0,80
short,104,37,64.0,57.0,80
short,104,38,64.0,66.0,80
short,104,39,64.0,83.0,80
short,104,40,64.0,57.0,80
short,104,41,64.0,58.0,80
short,104,42,64.0,61.0,80
short,104,43,64.0,52.0,80
short,104,44,64.0,45.0,80
short,104,45,64.0,81.0,80
short,104,46,64.0,65.0,80
short,104,47,64.0,53.0,80
short,104,48,64.0,70.0,80
short,104,49,64.0,56.0,80
short,89,0,76.0,62.0,80
short,89,1,76.0,55.0,80
short,89,2,76.0,68.0,80
short,89,3,76.0,60.0,80
short,89,4,76.0,61.0,80
short,89,5,76.0,59.0,80
short,89,6,76.0,65.0,80
short,89,7,76.0,92.0,80
short,89,8,76.0,38.0,80
short,89,9,76.0,66.0,80
short,89,10,76.0,62.0,80
short,89,11,76.0,58.0,80
short,89,12,76.0,77.0,80
short,89,13,76.0,58.0,80
short,89,14,76.0,32.0,80
short,89,15,76.0,72.0,80
short,89,16,76.0,56.0,80
short,89,17,76.0,73.0,80
short,89,18,76.0,48.0,80
short,89,19,76.0,63.0,80
short,89,20,76.0,78.0,80
short,89,21,76.0,67.0,80
short,89,22,76.0,65.0,80
short,89,23,76.0,60.0,80
short,89,24,76.0,73.0,80
short,89,25,76.0,75.0,80
short,89,26,76.0,67.0,80
short,89,27,76.0,59.0,80
short,89,28,76.0,88.0,80
short,89,29,76.0,57.0,80
short,89,30,76.0,40.0,80
short,89,31,76.0,42.0,80
short,89,32,76.0,50.0,80
short,89,33,76.0,64.0,80
short,89,34,76.0,63.0,80
short,89,35,76.0,57.0,80
short,89,36,76.0,40.0,80
short,89,37,76.0,69.0,80
short,89,38,76.0,54.0,80
short,89,39,76.0,69.0,80
short,89,40,76.0,34.0,80
short,89,41,76.0,51.0,80
short,89,42,76.0,56.0,80
short,89,43,76.0,71.0,80
short,89,44,76.0,67.0,80
short,89,45,76.0,42.0,80
short,89,46,76.0,66.0,80
short,89,47,76.0,65.0,80
short,89,48,76.0,71.0,80
short,89,49,76.0,55.0,80
short,56,0,71.0,75.0,80
short,56,1,71.0,62.0,80
short,56,2,71.0,83.0,80
short,56,3,71.0,71.0,80
short,56,4,71.0,56.0,80
short,56,5,71.0,80.0,80
short,56,6,71.0,56.0,80
short,56,7,71.0,71.0,80
short,56,8,71.0,82.0,80
short,56,9,71.0,61.0,80
short,56,10,71.0,60.0,80
short,56,11,71.0,51.0,80
short,56,12,71.0,66.0,80
short,56,13,71.0,79.0,80
short,56,14,71.0,70.0,80
short,56,15,71.0,62.0,80
short,56,16,71.0,61.0,80
short,56,17,71.0,61.0,80
short,56,18,71.0,82.0,80
short,56,19,71.0,52.0,80
short,56,20,71.0,52.0,80
short,56,21,71.0,78.0,80
short,56,22,71.0,66.0,80
short,56,23,71.0,54.0,80
short,56,24,71.0,73.0,80
short,56,25,71.0,61.0,80
short,56,26,71.0,61.0,80
short,56,27,71.0,71.0,80
short,56,28,71.0,81.0,80
short,56,29,71.0,56.0,80
short,56,30,71.0,58.0,80
short,56,31,71.0,76.0,80
short,56,32,71.0,64.0,80
short,56,33,71.0,62.0,80
short,56,34,71.0,97.0,80
short,56,35,71.0,63.0,80
short,56,36,71.0,69.0,80
short,56,37,71.0,73.0,80
short,56,38,71.0,55.0,80
short,56,39,71.0,57.0,80
short,56,40,71.0,89.0,80
short,56,41,71.0,96.0,80
short,56,42,71.0,62.0,80
short,56,43,71.0,72.0,80
short,56,44,71.0,66.0,80
short,56,45,71.0,70.0,80
short,56,46,71.0,50.0,80
short,56,47,71.0,73.0,80
short,56,48,71.0,57.0,80
short,56,49,71.0,50.0,80
short,4,0,83.0,74.0,80
short,4,1,83.0,67.0,80
short,4,2,83.0,74.0,80
short,4,3,83.0,81.0,80
short,4,4,83.0,86.0,80
short,4,5,83.0,68.0,80
short,4,6,83.0,85.0,80
short,4,7,83.0,75.0,80
short,4,8,83.0,83.0,80
short,4,9,83.0,46.0,80
short,4,10,83.0,54.0,80
short,4,11,83.0,62.0,80
short,4,12,83.0,59.0,80
short,4,13,83.0,78.0,80
short,4,14,83.0,77.0,80
short,4,15,83.0,62.0,80
short,4,16,83.0,77.0,80
short,4,17,83.0,74.0,80
short,4,18,83.0,86.0,80
short,4,19,83.0,81.0,80
short,4,20,83.0,63.0,80
short,4,21,83.0,79.0,80
short,4,22,83.0,77.0,80
short,4,23,83.0,62.0,80
short,4,24,83.0,56.0,80
short,4,25,83.0,69.0,80
short,4,26,83.0,87.0,80
short,4,27,83.0,54.0,80
short,4,28,83.0,67.0,80
short,4,29,83.0,76.0,80
short,4,30,83.0,63.0,80
short,4,31,83.0,72.0,80
short,4,32,83.0,81.0,80
short,4,33,83.0,88.0,80
short,4,34,83.0,88.0,80
short,4,35,83.0,63.0,80
short,4,36,83.0,69.0,80
short,4,37,83.0,56.0,80
short,4,38,83.0,71.0,80
short,4,39,83.0,77.0,80
short,4,40,83.0,87.0,80
short,4,41,83.0,78.0,80
short,4,42,83.0,49.0,80
short,4,43,83.0,86.0,80
short,4,44,83.0,75.0,80
short,4,45,83.0,53.0,80
short,4,46,83.0,44.0,80
short,4,47,83.0,79.0,80
short,4,48,83.0,69.0,80
short,4,49,83.0,68.0,80
short,33,0,94.0,74.0,80
short,33,1,94.0,58.0,80
short,33,2,94.0,80.0,80
short,33,3,94.0,63.0,80
short,33,4,94.0,68.0,80
short,33,5,94.0,97.0,80
short,33,6,94.0,69.0,80
short,33,7,94.0,79.0,80
short,33,8,94.0,71.0,80
short,33,9,94.0,76.0,80
short,33,10,94.0,83.0,80
short,33,11,94.0,82.0,80
short,33,12,94.0,73.0,80
short,33,13,94.0,82.0,80
short,33,14,94.0,66.0,80
short,33,15,94.0,67.0,80
short,33,16,94.0,57.0,80
short,33,17,94.0,79.0,80
short,33,18,94.0,85.0,80
short,33,19,94.0,62.0,80
short,33,20,94.0,77.0,80
short,33,21,94.0,60.0,80
short,33,22,94.0,78.0,80
short,33,23,94.0,66.0,80
short,33,24,94.0,73.0,80
short,33,25,94.0,74.0,80
short,33,26,94.0,83.0,80
short,33,27,94.0,66.0,80
short,33,28,94.0,81.0,80
short,33,29,94.0,81.0,80
short,33,30,94.0,46.0,80
short,33,31,94.0,69.0,80
short,33,32,94.0,76.0,80
short,33,33,94.0,64.0,80
short,33,34,94.0,69.0,80
short,33,35,94.0,47.0,80
short,33,36,94.0,65.0,80
short,33,37,94.0,74.0,80
short,33,38,94.0,72.0,80
short,33,39,94.0,57.0,80
short,33,40,94.0,77.0,80
short,33,41,94.0,84.0,80
short,33,42,94.0,92.0,80
short,33,43,94.0,82.0,80
short,33,44,94.0,88.0,80
short,33,45,94.0,66.0,80
short,33,46,94.0,72.0,80
short,33,47,94.0,63.0,80
short,33,48,94.0,58.0,80
short,33,49,94.0,54.0,80
short,82,0,72.0,68.0,80
short,82,1,72.0,73.0,80
short,82,2,72.0,65.0,80
short,82,3,72.0,90.0,80
short,82,4,72.0,92.0,80
short,82,5,72.0,54.0,80
short,82,6,72.0,78.0,80
short,82,7,72.0,76.0,80
short,82,8,72.0,57.0,80
short,82,9,72.0,67.0,80
short,82,10,72.0,71.0,80
short,82,11,72.0,87.0,80
short,82,12,72.0,52.0,80
short,82,13,72.0,76.0,80
short,82,14,72.0,63.0,80
short,82,15,72.0,56.0,80
short,82,16,72.0,62.0,80
short,82,17,72.0,90.0,80
short,82,18,72.0,70.0,80
short,82,19,72.0,70.0,80
short,82,20,72.0,77.0,80
short,82,21,72.0,69.0,80
short,82,22,72.0,72.0,80
short,82,23,72.0,79.0,80
short,82,24,72.0,81.0,80
short,82,25,72.0,54.0,80
short,82,26,72.0,66.0,80
short,82,27,72.0,77.0,80
short,82,28,72.0,73.0,80
short,82,29,72.0,67.0,80
short,82,30,72.0,55.0,80
short,82,31,72.0,84.0,80
short,82,32,72.0,76.0,80
short,82,33,72.0,85.0,80
short,82,34,72.0,64.0,80
short,82,35,72.0,79.0,80
short,82,36,72.0,83.0,80
short,82,37,72.0,73.0,80
short,82,38,72.0,71.0,80
short,82,39,72.0,79.0,80
short,82,40,72.0,80.0,80
short,82,41,72.0,70.0,80
short,82,42,72.0,85.0,80
short,82,43,72.0,67.0,80
short,82,44,72.0,76.0,80
short,82,45,72.0,81.0,80
short,82,46,72.0,84.0,80
short,82,47,72.0,72.0,80
short,82,48,72.0,86.0,80
short,82,49,72.0,71.0,80
short,41,0,57.0,73.0,80
short,41,1,57.0,56.0,80
short,41,2,57.0,57.0,80
short,41,3,57.0,79.0,80
short,41,4,57.0,45.0,80
short,41,5,57.0,66.0,80
short,41,6,57.0,49.0,80
short,41,7,57.0,74.0,80
short,41,8,57.0,47.0,80
short,41,9,57.0,64.0,80
short,41,10,57.0,58.0,80
short,41,11,57.0,71.0,80
short,41,12,57.0,64.0,80
short,41,13,57.0,64.0,80
short,41,14,57.0,61.0,80
short,41,15,57.0,46.0,80
short,41,16,57.0,57.0,80
short,41,17,57.0,58.0,80
short,41,18,57.0,71.0,80
short,41,19,57.0,80.0,80
short,41,20,57.0,75.0,80
short,41,21,57.0,57.0,80
short,41,22,57.0,59.0,80
short,41,23,57.0,71.0,80
short,41,24,57.0,69.0,80
short,41,25,57.0,64.0,80
short,41,26,57.0,77.0,80
short,41,27,57.0,62.0,80
short,41,28,57.0,88.0,80
short,41,29,57.0,56.0,80
short,41,30,57.0,60.0,80
short,41,31,57.0,69.0,80
short,41,32,57.0,51.0,80
short,41,33,57.0,73.0,80
short,41,34,57.0,75.0,80
short,41,35,57.0,70.0,80
short,41,36,57.0,68.0,80
short,41,37,57.0,70.0,80
short,41,38,57.0,58.0,80
short,41,39,57.0,69.0,80
short,41,40,57.0,53.0,80
short,41,41,57.0,93.0,80
short,41,42,57.0,62.0,80
short,41,43,57.0,54.0,80
short,41,44,57.0,60.0,80
short,41,45,57.0,54.0,80
short,41,46,57.0,68.0,80
short,41,47,57.0,87.0,80
short,41,48,57.0,67.0,80
short,41,49,57.0,75.0,80
short,47,0,79.0,96.0,80
short,47,1,79.0,89.0,80
short,47,2,79.0,67.0,80
short,47,3,79.0,73.0,80
short,47,4,79.0,69.0,80
short,47,5,79.0,82.0,80
short,47,6,79.0,83.0,80
short,47,7,79.0,63.0,80
short,47,8,79.0,92.0,80
short,47,9,79.0,73.0,80
short,47,10,79.0,59.0,80
short,47,11,79.0,82.0,80
short,47,12,79.0,83.0,80
short,47,13,79.0,78.0,80
short,47,14,79.0,96.0,80
short,47,15,79.0,61.0,80
short,47,16,79.0,104.0,80
short,47,17,79.0,69.0,80
short,47,18,79.0,62.0,80
short,47,19,79.0,71.0,80
short,47,20,79.0,52.0,80
short,47,21,79.0,76.0,80
short,47,22,79.0,65.0,80
short,47,23,79.0,77.0,80
short,47,24,79.0,71.0,80
short,47,25,79.0,87.0,80
short,47,26,79.0,73.0,80
short,47,27,79.0,99.0,80
short,47,28,79.0,79.0,80
short,47,29,79.0,75.0,80
short,47,30,79.0,87.0,80
short,47,31,79.0,80.0,80
short,47,32,79.0,79.0,80
short,47,33,79.0,90.0,80
short,47,34,79.0,87.0,80
short,47,35,79.0,81.0,80
short,47,36,79.0,68.0,80
short,47,37,79.0,68.0,80
short,47,38,79.0,75.0,80
short,47,39,79.0,92.0,80
short,47,40,79.0,66.0,80
short,47,41,79.0,77.0,80
short,47,42,79.0,82.0,80
short,47,43,79.0,80.0,80
short,47,44,79.0,73.0,80
short,47,45,79.0,83.0,80
short,47,46,79.0,70.0,80
short,47,47,79.0,68.0,80
short,47,48,79.0,72.0,80
short,47,49,79.0,88.0,80
short,51,0,71.0,56.0,80
short,51,1,71.0,45.0,80
short,51,2,71.0,65.0,80
short,51,3,71.0,64.0,80
short,51,4,71.0,61.0,80
short,51,5,71.0,77.0,80
short,51,6,71.0,43.0,80
short,51,7,71.0,68.0,80
short,51,8,71.0,69.0,80
short,51,9,71.0,42.0,80
short,51,10,71.0,52.0,80
short,51,11,71.0,59.0,80
short,51,12,71.0,63.0,80
short,51,13,71.0,72.0,80
short,51,14,71.0,66.0,80
short,51,15,71.0,76.0,80
short,51,16,71.0,66.0,80
short,51,17,71.0,43.0,80
short,51,18,71.0,51.0,80
short,51,19,71.0,65.0,80
short,51,20,71.0,63.0,80
short,51,21,71.0,51.0,80
short,51,22,71.0,72.0,80
short,51,23,71.0,55.0,80
short,51,24,71.0,51.0,80
short,51,25,71.0,74.0,80
short,51,26,71.0,66.0,80
short,51,27,71.0,49.0,80
short,51,28,71.0,63.0,80
short,51,29,71.0,56.0,80
short,51,30,71.0,69.0,80
short,51,31,71.0,32.0,80
short,51,32,71.0,81.0,80
short,51,33,71.0,53.0,80
short,51,34,71.0,67.0,80
short,51,35,71.0,57.0,80
short,51,36,71.0,58.0,80
short,51,37,71.0,54.0,80
short,51,38,71.0,62.0,80
short,51,39,71.0,45.0,80
short,51,40,71.0,61.0,80
short,51,41,71.0,45.0,80
short,51,42,71.0,62.0,80
short,51,43,71.0,53.0,80
short,51,44,71.0,53.0,80
short,51,45,71.0,52.0,80
short,51,46,71.0,80.0,80
short,51,47,71.0,72.0,80
short,51,48,71.0,81.0,80
short,51,49,71.0,71.0,80
short,63,0,79.0,68.0,80
short,63,1,79.0,57.0,80
short,63,2,79.0,89.0,80
short,63,3,79.0,76.0,80
short,63,4,79.0,70.0,80
short,63,5,79.0,75.0,80
short,63,6,79.0,70.0,80
short,63,7,79.0,77.0,80
short,63,8,79.0,75.0,80
short,63,9,79.0,79.0,80
short,63,10,79.0,80.0,80
short,63,11,79.0,73.0,80
short,63,12,79.0,51.0,80
short,63,13,79.0,80.0,80
short,63,14,79.0,80.0,80
short,63,15,79.0,64.0,80
short,63,16,79.0,88.0,80
short,63,17,79.0,74.0,80
short,63,18,79.0,85.0,80
short,63,19,79.0,82.0,80
short,63,20,79.0,78.0,80
short,63,21,79.0,82.0,80
short,63,22,79.0,65.0,80
short,63,23,79.0,76.0,80
short,63,24,79.0,68.0,80
short,63,25,79.0,73.0,80
short,63,26,79.0,80.0,80
short,63,27,79.0,70.0,80
short,63,28,79.0,77.0,80
short,63,29,79.0,74.0,80
short,63,30,79.0,68.0,80
short,63,31,79.0,76.0,80
short,63,32,79.0,84.0,80
short,63,33,79.0,65.0,80
short,63,34,79.0,79.0,80
short,63,35,79.0,68.0,80
short,63,36,79.0,90.0,80
short,63,37,79.0,67.0,80
short,63,38,79.0,85.0,80
short,63,39,79.0,73.0,80
short,63,40,79.0,63.0,80
short,63,41,79.0,76.0,80
short,63,42,79.0,92.0,80
short,63,43,79.0,72.0,80
short,63,44,79.0,63.0,80
short,63,45,79.0,78.0,80
short,63,46,79.0,68.0,80
short,63,47,79.0,72.0,80
short,63,48,79.0,69.0,80
short,63,49,79.0,72.0,80
short,99,0,100.0,52.0,80
short,99,1,100.0,75.0,80
short,99,2,100.0,59.0,80
short,99,3,100.0,66.0,80
short,99,4,100.0,69.0,80
short,99,5,100.0,78.0,80
short,99,6,100.0,72.0,80
short,99,7,100.0,72.0,80
short,99,8,100.0,84.0,80
short,99,9,100.0,80.0,80
short,99,10,100.0,59.0,80
short,99,11,100.0,55.0,80
short,99,12,100.0,78.0,80
short,99,13,100.0,52.0,80
short,99,14,100.0,67.0,80
short,99,15,100.0,49.0,80
short,99,16,100.0,80.0,80
short,99,17,100.0,82.0,80
short,99,18,100.0,61.0,80
short,99,19,100.0,58.0,80
short,99,20,100.0,46.0,80
short,99,21,100.0,53.0,80
short,99,22,100.0,56.0,80
short,99,23,100.0,75.0,80
short,99,24,100.0,80.0,80
short,99,25,100.0,52.0,80
short,99,26,100.0,63.0,80
short,99,27,100.0,55.0,80
short,99,28,100.0,61.0,80
short,99,29,100.0,69.0,80
short,99,30,100.0,74.0,80
short,99,31,100.0,70.0,80
short,99,32,100.0,72.0,80
short,99,33,100.0,73.0,80
short,99,34,100.0,69.0,80
short,99,35,100.0,64.0,80
short,99,36,100.0,82.0,80
short,99,37,100.0,81.0,80
short,99,38,100.0,62.0,80
short,99,39,100.0,65.0,80
short,99,40,100.0,48.0,80
short,99,41,100.0,66.0,80
short,99,42,100.0,39.0,80
short,99,43,100.0,80.0,80
short,99,44,100.0,67.0,80
short,99,45,100.0,74.0,80
short,99,46,100.0,63.0,80
short,99,47,100.0,85.0,80
short,99,48,100.0,60.0,80
short,99,49,100.0,63.0,80
short,26,0,95.0,56.0,80
short,26,1,95.0,62.0,80
short,26,2,95.0,72.0,80
short,26,3,95.0,80.0,80
short,26,4,95.0,90.0,80
short,26,5,95.0,67.0,80
short,26,6,95.0,67.0,80
short,26,7,95.0,86.0,80
short,26,8,95.0,79.0,80
short,26,9,95.0,84.0,80
short,26,10,95.0,69.0,80
short,26,11,95.0,53.0,80
short,26,12,95.0,59.0,80
short,26,13,95.0,65.0,80
short,26,14,95.0,86.0,80
short,26,15,95.0,77.0,80
short,26,16,95.0,71.0,80
short,26,17,95.0,70.0,80
short,26,18,95.0,71.0,80
short,26,19,95.0,55.0,80
short,26,20,95.0,66.0,80
short,26,21,95.0,55.0,80
short,26,22,95.0,68.0,80
short,26,23,95.0,60.0,80
short,26,24,95.0,57.0,80
short,26,25,95.0,83.0,80
short,26,26,95.0,71.0,80
short,26,27,95.0,66.0,80
short,26,28,95.0,81.0,80
short,26,29,95.0,76.0,80
short,26,30,95.0,81.0,80
short,26,31,95.0,58.0,80
short,26,32,95.0,77.0,80
short,26,33,95.0,76.0,80
short,26,34,95.0,72.0,80
short,26,35,95.0,83.0,80
short,26,36,95.0,58.0,80
short,26,37,95.0,91.0,80
short,26,38,95.0,49.0,80
short,26,39,95.0,72.0,80
short,26,40,95.0,78.0,80
short,26,41,95.0,69.0,80
short,26,42,95.0,53.0,80
short,26,43,95.0,57.0,80
short,26,44,95.0,59.0,80
short,26,45,95.0,90.0,80
short,26,46,95.0,78.0,80
short,26,47,95.0,69.0,80
short,26,48,95.0,78.0,80
short,26,49,95.0,77.0,80
short,80,0,29.0,35.0,80
short,80,1,29.0,7.0,80
short,80,2,29.0,23.0,80
short,80,3,29.0,51.0,80
short,80,4,29.0,23.0,80
short,80,5,29.0,31.0,80
short,80,6,29.0,42.0,80
short,80,7,29.0,47.0,80
short,80,8,29.0,18.0,80
short,80,9,29.0,37.0,80
short,80,10,29.0,41.0,80
short,80,11,29.0,45.0,80
short,80,12,29.0,32.0,80
short,80,13,29.0,37.0,80
short,80,14,29.0,36.0,80
short,80,15,29.0,32.0,80
short,80,16,29.0,53.0,80
short,80,17,29.0,22.0,80
short,80,18,29.0,19.0,80
short,80,19,29.0,54.0,80
short,80,20,29.0,52.0,80
short,80,21,29.0,56.0,80
short,80,22,29.0,50.0,80
short,80,23,29.0,37.0,80
short,80,24,29.0,41.0,80
short,80,25,29.0,19.0,80
short,80,26,29.0,22.0,80
short,80,27,29.0,27.0,80
short,80,28,29.0,31.0,80
short,80,29,29.0,28.0,80
short,80,30,29.0,40.0,80
short,80,31,29.0,39.0,80
short,80,32,29.0,18.0,80
short,80,33,29.0,22.0,80
short,80,34,29.0,19.0,80
short,80,35,29.0,49.0,80
short,80,36,29.0,43.0,80
short,80,37,29.0,14.0,80
short,80,38,29.0,61.0,80
short,80,39,29.0,23.0,80
short,80,40,29.0,22.0,80
short,80,41,29.0,10.0,80
short,80,42,29.0,25.0,80
short,80,43,29.0,36.0,80
short,80,44,29.0,27.0,80
short,80,45,29.0,24.0,80
short,80,46,29.0,33.0,80
short,80,47,29.0,30.0,80
short,80,48,29.0,11.0,80
short,80,49,29.0,36.0,80
short,75,0,66.0,80.0,80
short,75,1,66.0,76.0,80
short,75,2,66.0,86.0,80
short,75,3,66.0,80.0,80
short,75,4,66.0,93.0,80
short,75,5,66.0,61.0,80
short,75,6,66.0,63.0,80
short,75,7,66.0,68.0,80
short,75,8,66.0,66.0,80
short,75,9,66.0,85.0,80
short,75,10,66.0,67.0,80
short,75,11,66.0,75.0,80
short,75,12,66.0,60.0,80
short,75,13,66.0,90.0,80
short,75,14,66.0,80.0,80
short,75,15,66.0,72.0,80
short,75,16,66.0,85.0,80
short,75,17,66.0,68.0,80
short,75,18,66.0,72.0,80
short,75,19,66.0,87.0,80
short,75,20,66.0,77.0,80
short,75,21,66.0,73.0,80
short,75,22,66.0,83.0,80
short,75,23,66.0,56.0,80
short,75,24,66.0,78.0,80
short,75,25,66.0,79.0,80
short,75,26,66.0,95.0,80
short,75,27,66.0,80.0,80
short,75,28,66.0,62.0,80
short,75,29,66.0,69.0,80
short,75,30,66.0,64.0,80
short,75,31,66.0,75.0,80
short,75,32,66.0,93.0,80
short,75,33,66.0,82.0,80
short,75,34,66.0,75.0,80
short,75,35,66.0,63.0,80
short,75,36,66.0,77.0,80
short,75,37,66.0,77.0,80
short,75,38,66.0,76.0,80
short,75,39,66.0,77.0,80
short,75,40,66.0,85.0,80
short,75,41,66.0,82.0,80
short,75,42,66.0,96.0,80
short,75,43,66.0,86.0,80
short,75,44,66.0,72.0,80
short,75,45,66.0,74.0,80
short,75,46,66.0,76.0,80
short,75,47,66.0,62.0,80
short,75,48,66.0,77.0,80
short,75,49,66.0,67.0,80
short,13,0,62.0,84.0,80
short,13,1,62.0,81.0,80
short,13,2,62.0,62.0,80
short,13,3,62.0,59.0,80
short,13,4,62.0,75.0,80
short,13,5,62.0,72.0,80
short,13,6,62.0,65.0,80
short,13,7,62.0,75.0,80
short,13,8,62.0,86.0,80
short,13,9,62.0,71.0,80
short,13,10,62.0,67.0,80
short,13,11,62.0,69.0,80
short,13,12,62.0,58.0,80
short,13,13,62.0,69.0,80
short,13,14,62.0,83.0,80
short,13,15,62.0,93.0,80
short,13,16,62.0,75.0,80
short,13,17,62.0,76.0,80
short,13,18,62.0,69.0,80
short,13,19,62.0,68.0,80
short,13,20,62.0,70.0,80
short,13,21,62.0,76.0,80
short,13,22,62.0,66.0,80
short,13,23,62.0,84.0,80
short,13,24,62.0,65.0,80
short,13,25,62.0,69.0,80
short,13,26,62.0,63.0,80
short,13,27,62.0,88.0,80
short,13,28,62.0,62.0,80
short,13,29,62.0,62.0,80
short,13,30,62.0,62.0,80
short,13,31,62.0,70.0,80
short,13,32,62.0,61.0,80
short,13,33,62.0,55.0,80
short,13,34,62.0,70.0,80
short,13,35,62.0,69.0,80
short,13,36,62.0,85.0,80
short,13,37,62.0,52.0,80
short,13,38,62.0,75.0,80
short,13,39,62.0,63.0,80
short,13,40,62.0,75.0,80
